scenario,N,method,metric,mean,sd,ci95_low,ci95_high
hotspot,300,alns_no_refine,K,18.3,1.6640209,17.678714,18.921286
hotspot,300,alns_no_refine,throughput_Mbps,6849.7079,839.55893,6536.2466,7163.1691
hotspot,300,alns_no_refine,mean_user_rate_Mbps,22.83236,2.7985298,21.787489,23.87723
hotspot,300,alns_no_refine,p5_rate_Mbps,3.2151982,0.53867132,3.0140776,3.4163188
hotspot,300,alns_no_refine,qos_violation,0.003666666,0.0035395958,0.0023451076,0.0049882244
hotspot,300,alns_no_refine,jain_fairness,0.44033447,0.059489924,0.41812306,0.46254588
hotspot,300,alns_no_refine,time_s,0.0846,0.036859098,0.070838132,0.098361868
hotspot,300,alns_sca_lite,coverage,1,0,1,1
hotspot,300,alns_sca_lite,K,19.133333,1.5252661,18.563854,19.702813
hotspot,300,alns_sca_lite,throughput_Mbps,12554.434,1529.1717,11983.496,13125.372
hotspot,300,alns_sca_lite,mean_user_rate_Mbps,41.848113,5.0972388,39.944986,43.75124
hotspot,300,alns_sca_lite,p5_rate_Mbps,9.8684422,1.8818687,9.1658198,10.571065
hotspot,300,alns_sca_lite,qos_violation,0,0,0,0
hotspot,300,alns_sca_lite,jain_fairness,0.56145942,0.057480196,0.53999837,0.58292047
hotspot,300,alns_sca_lite,time_s,0.14633333,0.069733153,0.12029747,0.1723692
hotspot,300,fixed_gno_refine,coverage,1,0,1,1
hotspot,300,fixed_gno_refine,K,30,0,30,30
hotspot,300,fixed_gno_refine,throughput_Mbps,10810.029,1064.1446,10412.715,11207.342
hotspot,300,fixed_gno_refine,mean_user_rate_Mbps,36.033429,3.5471486,34.709051,37.357808
hotspot,300,fixed_gno_refine,p5_rate_Mbps,10.99671,1.3303305,10.500013,11.493408
hotspot,300,fixed_gno_refine,qos_violation,0,0,0,0
hotspot,300,fixed_gno_refine,jain_fairness,0.57610396,0.039355819,0.56140991,0.59079802
hotspot,300,fixed_gno_refine,time_s,0.0762,0.035982179,0.062765542,0.089634458
hotspot,300,gno,coverage,0.99633333,0.0035395958,0.99501178,0.99765489
hotspot,300,gno,K,30,0,30,30
hotspot,300,gno,throughput_Mbps,4790.0609,512.70808,4598.634,4981.4877
hotspot,300,gno,mean_user_rate_Mbps,15.96687,1.7090269,15.32878,16.604959
hotspot,300,gno,p5_rate_Mbps,2.7875746,0.49670966,2.602121,2.9730282
hotspot,300,gno,qos_violation,0.003666666,0.0035395958,0.0023451076,0.0049882244
hotspot,300,gno,jain_fairness,0.40038494,0.060291539,0.37787423,0.42289564
hotspot,300,gno,time_s,0.0076333333,0.0037461091,0.0062346703,0.0090319964
hotspot,300,kmeans_grid,coverage,0.80455556,0.037778173,0.79045054,0.81866057
hotspot,300,kmeans_grid,K,15,0,15,15
hotspot,300,kmeans_grid,throughput_Mbps,12959.722,793.83286,12663.333,13256.111
hotspot,300,kmeans_grid,mean_user_rate_Mbps,43.199073,2.6461095,42.21111,44.187035
hotspot,300,kmeans_grid,p5_rate_Mbps,0,0,0,0
hotspot,300,kmeans_grid,qos_violation,0.19544444,0.037778173,0.18133943,0.20954946
hotspot,300,kmeans_grid,jain_fairness,0.49733031,0.02762799,0.48701501,0.50764562
hotspot,300,kmeans_grid,time_s,0.0062666667,0.0029117282,0.0051795316,0.0073538018
hotspot,300,pso_high_12x16,coverage,0.99488889,0.0096582741,0.99128284,0.99849494
hotspot,300,pso_high_12x16,K,19.133333,1.5252661,18.563854,19.702813
hotspot,300,pso_high_12x16,throughput_Mbps,3835.1686,997.33034,3462.8012,4207.5361
hotspot,300,pso_high_12x16,mean_user_rate_Mbps,12.783895,3.3244345,11.542671,14.02512
hotspot,300,pso_high_12x16,p5_rate_Mbps,1.0491306,0.3123722,0.93250202,1.1657592
hotspot,300,pso_high_12x16,qos_violation,0.005111111,0.0096582741,0.0015050571,0.0087171649
hotspot,300,pso_high_12x16,jain_fairness,0.31393626,0.093679084,0.27895984,0.34891268
hotspot,300,pso_high_12x16,time_s,0.57163333,0.28398658,0.46560291,0.67766376
hotspot,300,pso_low_3x4,coverage,0.88677778,0.051621103,0.86750431,0.90605125
hotspot,300,pso_low_3x4,K,19.133333,1.5252661,18.563854,19.702813
hotspot,300,pso_low_3x4,throughput_Mbps,3381.5849,525.61562,3185.3389,3577.831
hotspot,300,pso_low_3x4,mean_user_rate_Mbps,11.27195,1.7520521,10.617796,11.926103
hotspot,300,pso_low_3x4,p5_rate_Mbps,0.10181624,0.23236252,0.015060394,0.18857209
hotspot,300,pso_low_3x4,qos_violation,0.11322222,0.051621103,0.093948749,0.13249569
hotspot,300,pso_low_3x4,jain_fairness,0.32099227,0.068355838,0.29547065,0.34651389
hotspot,300,pso_low_3x4,time_s,0.038633333,0.018786428,0.031619153,0.045647513
hotspot,300,pso_mid_6x8,coverage,0.94833333,0.035176076,0.93519985,0.96146682
hotspot,300,pso_mid_6x8,K,19.133333,1.5252661,18.563854,19.702813
hotspot,300,pso_mid_6x8,throughput_Mbps,3427.3335,639.47696,3188.5757,3666.0913
hotspot,300,pso_mid_6x8,mean_user_rate_Mbps,11.424445,2.1315899,10.628586,12.220304
hotspot,300,pso_mid_6x8,p5_rate_Mbps,0.37125582,0.39875463,0.22237511,0.52013653
hotspot,300,pso_mid_6x8,qos_violation,0.051666667,0.035176076,0.038533179,0.064800154
hotspot,300,pso_mid_6x8,jain_fairness,0.32923824,0.07315045,0.30192648,0.35655001
hotspot,300,pso_mid_6x8,time_s,0.14016667,0.067858922,0.11483057,0.16550276
hotspot,400,alns_no_refine,coverage,0.99791667,0.0030145719,0.99679113,0.9990422
hotspot,400,alns_no_refine,K,24,1.5536387,23.419927,24.580073
hotspot,400,alns_no_refine,throughput_Mbps,7318.9729,774.70898,7029.7243,7608.2215
hotspot,400,alns_no_refine,mean_user_rate_Mbps,18.297432,1.9367724,17.574311,19.020554
hotspot,400,alns_no_refine,p5_rate_Mbps,2.327166,0.43606038,2.1643566,2.4899753
hotspot,400,alns_no_refine,qos_violation,0.0020833333,0.0030145719,0.00095780008,0.0032088666
hotspot,400,alns_no_refine,jain_fairness,0.41105706,0.059291959,0.38891956,0.43319456
hotspot,400,alns_no_refine,time_s,0.081533333,0.0052505063,0.079572982,0.083493684
hotspot,400,alns_sca_lite,coverage,0.99983333,0.00063427033,0.99959652,1.0000701
hotspot,400,alns_sca_lite,K,26.366667,2.1412747,25.567191,27.166142
hotspot,400,alns_sca_lite,throughput_Mbps,13844.954,2215.7815,13017.661,14672.248
hotspot,400,alns_sca_lite,mean_user_rate_Mbps,34.612386,5.5394537,32.544152,36.68062
hotspot,400,alns_sca_lite,p5_rate_Mbps,8.1528479,2.3291402,7.2832304,9.0224655
hotspot,400,alns_sca_lite,qos_violation,0.00016666667,0.00063427033,-7.0147174e-05,0.00040348051
hotspot,400,alns_sca_lite,jain_fairness,0.52729235,0.070283104,0.50105116,0.55353355
hotspot,400,alns_sca_lite,time_s,0.13693333,0.010362177,0.13306447,0.1408022
hotspot,400,fixed_gno_refine,coverage,0.99983333,0.00063427033,0.99959652,1.0000701
hotspot,400,fixed_gno_refine,K,40,0,40,40
hotspot,400,fixed_gno_refine,throughput_Mbps,11703.813,2717.0931,10689.348,12718.278
hotspot,400,fixed_gno_refine,mean_user_rate_Mbps,29.259532,6.7927327,26.723369,31.795695
hotspot,400,fixed_gno_refine,p5_rate_Mbps,7.8419879,2.2586781,6.9986783,8.6852974
hotspot,400,fixed_gno_refine,qos_violation,0.00016666667,0.00063427033,-7.0147174e-05,0.00040348051
hotspot,400,fixed_gno_refine,jain_fairness,0.5095318,0.054385772,0.4892261,0.5298375
hotspot,400,fixed_gno_refine,time_s,0.066666667,0.0075170305,0.063860077,0.069473257
hotspot,400,gno,coverage,0.99775,0.0036759939,0.99637752,0.99912248
hotspot,400,gno,K,40,0,40,40
hotspot,400,gno,throughput_Mbps,5243.5985,580.95758,5026.6897,5460.5072
hotspot,400,gno,mean_user_rate_Mbps,13.108996,1.4523939,12.566724,13.651268
hotspot,400,gno,p5_rate_Mbps,2.1062517,0.35762631,1.9727268,2.2397766
hotspot,400,gno,qos_violation,0.00225,0.0036759939,0.00087751545,0.0036224846
hotspot,400,gno,jain_fairness,0.37857375,0.060830957,0.35586165,0.40128586
hotspot,400,gno,time_s,0.0066,0.00072397371,0.0063296941,0.0068703059
hotspot,400,kmeans_grid,coverage,0.79425,0.035307455,0.78106746,0.80743254
hotspot,400,kmeans_grid,K,20,0,20,20
hotspot,400,kmeans_grid,throughput_Mbps,15462.501,896.43513,15127.805,15797.198
hotspot,400,kmeans_grid,mean_user_rate_Mbps,38.656254,2.2410878,37.819512,39.492996
hotspot,400,kmeans_grid,p5_rate_Mbps,0,0,0,0
hotspot,400,kmeans_grid,qos_violation,0.20575,0.035307455,0.19256746,0.21893254
hotspot,400,kmeans_grid,jain_fairness,0.4919443,0.027270976,0.4817623,0.50212631
hotspot,400,kmeans_grid,time_s,0.0054333333,0.00067891055,0.0051798524,0.0056868142
hotspot,400,pso_high_12x16,coverage,0.98116667,0.02237738,0.97281175,0.98952158
hotspot,400,pso_high_12x16,K,26.366667,2.1412747,25.567191,27.166142
hotspot,400,pso_high_12x16,throughput_Mbps,3775.9623,518.87767,3582.2319,3969.6926
hotspot,400,pso_high_12x16,mean_user_rate_Mbps,9.4399057,1.2971942,8.9555799,9.9242316
hotspot,400,pso_high_12x16,p5_rate_Mbps,0.73626829,0.27931314,0.63198277,0.84055382
hotspot,400,pso_high_12x16,qos_violation,0.018833333,0.02237738,0.010478421,0.027188246
hotspot,400,pso_high_12x16,jain_fairness,0.34569352,0.065023955,0.3214159,0.36997114
hotspot,400,pso_high_12x16,time_s,0.5439,0.073143388,0.51659088,0.57120912
hotspot,400,pso_low_3x4,coverage,0.848,0.066161375,0.82329771,0.87270229
hotspot,400,pso_low_3x4,K,26.366667,2.1412747,25.567191,27.166142
hotspot,400,pso_low_3x4,throughput_Mbps,3673.4763,737.94354,3397.9546,3948.998
hotspot,400,pso_low_3x4,mean_user_rate_Mbps,9.1836907,1.8448589,8.4948864,9.872495
hotspot,400,pso_low_3x4,p5_rate_Mbps,0.042124238,0.16034288,-0.017742056,0.10199053
hotspot,400,pso_low_3x4,qos_violation,0.152,0.066161375,0.12729771,0.17670229
hotspot,400,pso_low_3x4,jain_fairness,0.33833297,0.068220561,0.31286185,0.36380409
hotspot,400,pso_low_3x4,time_s,0.0358,0.0045440374,0.034103419,0.037496581
hotspot,400,pso_mid_6x8,coverage,0.92125,0.04107788,0.90591299,0.93658701
hotspot,400,pso_mid_6x8,K,26.366667,2.1412747,25.567191,27.166142
hotspot,400,pso_mid_6x8,throughput_Mbps,3766.6892,599.7398,3542.7678,3990.6105
hotspot,400,pso_mid_6x8,mean_user_rate_Mbps,9.4167229,1.4993495,8.8569195,9.9765264
hotspot,400,pso_mid_6x8,p5_rate_Mbps,0.20733632,0.43176424,0.04613101,0.36854164
hotspot,400,pso_mid_6x8,qos_violation,0.07875,0.04107788,0.06341299,0.09408701
hotspot,400,pso_mid_6x8,jain_fairness,0.34533408,0.064628475,0.32120412,0.36946404
hotspot,400,pso_mid_6x8,time_s,0.13916667,0.022312952,0.13083581,0.14749752
uniform,100,alns_no_refine,coverage,0.99766667,0.0067891055,0.99513186,1.0002015
uniform,100,alns_no_refine,K,6.2666667,0.63968383,6.0278316,6.5055017
uniform,100,alns_no_refine,throughput_Mbps,4896.5226,853.26486,4577.944,5215.1011
uniform,100,alns_no_refine,mean_user_rate_Mbps,48.965226,8.5326486,45.77944,52.151011
uniform,100,alns_no_refine,p5_rate_Mbps,5.9608272,4.4897084,4.2845307,7.6371236
uniform,100,alns_no_refine,qos_violation,0.0023333333,0.0067891055,-0.00020147569,0.0048681424
uniform,100,alns_no_refine,jain_fairness,0.56861961,0.050545624,0.54974769,0.58749154
uniform,100,alns_no_refine,time_s,0.0027666667,0.00056832078,0.002554476,0.0029788573
uniform,100,alns_sca_lite,coverage,0.999,0.0054772256,0.996955,1.001045
uniform,100,alns_sca_lite,K,6.5666667,0.81720015,6.2615534,6.87178
uniform,100,alns_sca_lite,throughput_Mbps,7708.3681,1427.8883,7175.2457,8241.4904
uniform,100,alns_sca_lite,mean_user_rate_Mbps,77.083681,14.278883,71.752457,82.414904
uniform,100,alns_sca_lite,p5_rate_Mbps,12.416952,6.2533498,10.082175,14.751729
uniform,100,alns_sca_lite,qos_violation,0.001,0.0054772256,-0.001045,0.003045
uniform,100,alns_sca_lite,jain_fairness,0.64820947,0.067973838,0.62283047,0.67358847
uniform,100,alns_sca_lite,time_s,0.007,0.00094686415,0.0066464748,0.0073535252
uniform,100,fixed_gno_refine,coverage,0.999,0.0054772256,0.996955,1.001045
uniform,100,fixed_gno_refine,K,10,0,10,10
uniform,100,fixed_gno_refine,throughput_Mbps,8216.4305,1336.625,7717.3826,8715.4784
uniform,100,fixed_gno_refine,mean_user_rate_Mbps,82.164305,13.36625,77.173826,87.154784
uniform,100,fixed_gno_refine,p5_rate_Mbps,18.461996,4.6109394,16.740436,20.183556
uniform,100,fixed_gno_refine,qos_violation,0.001,0.0054772256,-0.001045,0.003045
uniform,100,fixed_gno_refine,jain_fairness,0.74457221,0.054248307,0.72431783,0.76482659
uniform,100,fixed_gno_refine,time_s,0.0051666667,0.00064771925,0.0049248315,0.0054085019
uniform,100,gno,coverage,0.99566667,0.012507469,0.99099683,1.0003365
uniform,100,gno,K,10,0,10,10
uniform,100,gno,throughput_Mbps,3588.5527,609.53397,3360.9745,3816.1309
uniform,100,gno,mean_user_rate_Mbps,35.885527,6.0953397,33.609745,38.161309
uniform,100,gno,p5_rate_Mbps,6.6161069,3.2980478,5.3847339,7.8474799
uniform,100,gno,qos_violation,0.0043333333,0.012507469,-0.00033650796,0.0090031746
uniform,100,gno,jain_fairness,0.59946413,0.064323315,0.57544811,0.62348016
uniform,100,gno,time_s,0.0005,0.00050854763,0.00031012652,0.00068987348
uniform,100,kmeans_grid,coverage,0.93166667,0.030181444,0.920398,0.94293534
uniform,100,kmeans_grid,K,5,0,5,5
uniform,100,kmeans_grid,throughput_Mbps,9617.2799,1157.5127,9185.1061,10049.454
uniform,100,kmeans_grid,mean_user_rate_Mbps,96.172799,11.575127,91.851061,100.49454
uniform,100,kmeans_grid,p5_rate_Mbps,0.25079121,0.57060577,0.037747437,0.46383498
uniform,100,kmeans_grid,qos_violation,0.068333333,0.030181444,0.057064662,0.079602004
uniform,100,kmeans_grid,jain_fairness,0.6006105,0.039455222,0.58587933,0.61534167
uniform,100,kmeans_grid,time_s,0.0005,0.00050854763,0.00031012652,0.00068987348
uniform,100,pso_high_12x16,coverage,1,0,1,1
uniform,100,pso_high_12x16,K,6.5666667,0.81720015,6.2615534,6.87178
uniform,100,pso_high_12x16,throughput_Mbps,10399.05,1255.9346,9930.1286,10867.971
uniform,100,pso_high_12x16,mean_user_rate_Mbps,103.9905,12.559346,99.301286,108.67971
uniform,100,pso_high_12x16,p5_rate_Mbps,13.963752,5.8217605,11.790115,16.137389
uniform,100,pso_high_12x16,qos_violation,0,0,0,0
uniform,100,pso_high_12x16,jain_fairness,0.56127588,0.0583102,0.53950493,0.58304682
uniform,100,pso_high_12x16,time_s,0.024366667,0.0037461091,0.022968004,0.02576533
uniform,100,pso_low_3x4,coverage,0.99466667,0.010080139,0.9909031,0.99843023
uniform,100,pso_low_3x4,K,6.5666667,0.81720015,6.2615534,6.87178
uniform,100,pso_low_3x4,throughput_Mbps,6864.2374,1249.8721,6397.5799,7330.8949
uniform,100,pso_low_3x4,mean_user_rate_Mbps,68.642374,12.498721,63.975799,73.308949
uniform,100,pso_low_3x4,p5_rate_Mbps,9.1121707,6.9422079,6.5201988,11.704143
uniform,100,pso_low_3x4,qos_violation,0.0053333333,0.010080139,0.0015697703,0.0090968963
uniform,100,pso_low_3x4,jain_fairness,0.55548361,0.080915541,0.52527264,0.58569457
uniform,100,pso_low_3x4,time_s,0.0018666667,0.00062881022,0.0016318914,0.0021014419
uniform,100,pso_mid_6x8,coverage,0.99966667,0.0018257419,0.998985,1.0003483
uniform,100,pso_mid_6x8,K,6.5666667,0.81720015,6.2615534,6.87178
uniform,100,pso_mid_6x8,throughput_Mbps,8292.2146,1197.3595,7845.1634,8739.2658
uniform,100,pso_mid_6x8,mean_user_rate_Mbps,82.922146,11.973595,78.451634,87.392658
uniform,100,pso_mid_6x8,p5_rate_Mbps,11.415109,6.0815564,9.1444735,13.685744
uniform,100,pso_mid_6x8,qos_violation,0.00033333333,0.0018257419,-0.00034833333,0.001015
uniform,100,pso_mid_6x8,jain_fairness,0.55650768,0.063509522,0.53279549,0.58021986
uniform,100,pso_mid_6x8,time_s,0.0067333333,0.0010806554,0.0063298553,0.0071368114
uniform,200,alns_no_refine,coverage,0.99833333,0.003555795,0.99700573,0.99966094
uniform,200,alns_no_refine,K,12.666667,1.24106,12.203299,13.130034
uniform,200,alns_no_refine,throughput_Mbps,5422.7357,872.77463,5096.8729,5748.5985
uniform,200,alns_no_refine,mean_user_rate_Mbps,27.113678,4.3638732,25.484364,28.742992
uniform,200,alns_no_refine,p5_rate_Mbps,2.8897735,1.1166813,2.4728447,3.3067024
uniform,200,alns_no_refine,qos_violation,0.0016666667,0.003555795,0.00033906007,0.0029942733
uniform,200,alns_no_refine,jain_fairness,0.52697944,0.043888675,0.51059298,0.5433659
uniform,200,alns_no_refine,time_s,0.0125,0.0014081046,0.011974264,0.013025736
uniform,200,alns_sca_lite,coverage,0.99983333,0.00091287093,0.9994925,1.0001742
uniform,200,alns_sca_lite,K,13.333333,1.0933445,12.925118,13.741549
uniform,200,alns_sca_lite,throughput_Mbps,10717.44,3821.0885,9290.7821,12144.098
uniform,200,alns_sca_lite,mean_user_rate_Mbps,53.587199,19.105443,46.453911,60.720488
uniform,200,alns_sca_lite,p5_rate_Mbps,9.0548943,4.6435391,7.321163,10.788626
uniform,200,alns_sca_lite,qos_violation,0.00016666667,0.00091287093,-0.00017416667,0.0005075
uniform,200,alns_sca_lite,jain_fairness,0.64485436,0.077430384,0.61594463,0.6737641
uniform,200,alns_sca_lite,time_s,0.0245,0.0015920059,0.023905602,0.025094398
uniform,200,fixed_gno_refine,coverage,0.99983333,0.00091287093,0.9994925,1.0001742
uniform,200,fixed_gno_refine,K,20,0,20,20
uniform,200,fixed_gno_refine,throughput_Mbps,11367.326,4704.0267,9611.0109,13123.641
uniform,200,fixed_gno_refine,mean_user_rate_Mbps,56.836631,23.520134,48.055055,65.618207
uniform,200,fixed_gno_refine,p5_rate_Mbps,12.141072,6.8002063,9.6021184,14.680026
uniform,200,fixed_gno_refine,qos_violation,0.00016666667,0.00091287093,-0.00017416667,0.0005075
uniform,200,fixed_gno_refine,jain_fairness,0.69334496,0.099504157,0.65619367,0.73049625
uniform,200,fixed_gno_refine,time_s,0.014666667,0.00099423626,0.014295454,0.015037879
uniform,200,gno,coverage,0.99833333,0.003555795,0.99700573,0.99966094
uniform,200,gno,K,20,0,20,20
uniform,200,gno,throughput_Mbps,4537.114,669.03978,4287.3185,4786.9095
uniform,200,gno,mean_user_rate_Mbps,22.68557,3.3451989,21.436593,23.934548
uniform,200,gno,p5_rate_Mbps,3.2517896,1.0286841,2.8677158,3.6358634
uniform,200,gno,qos_violation,0.0016666667,0.003555795,0.00033906007,0.0029942733
uniform,200,gno,jain_fairness,0.53768903,0.048677088,0.51951475,0.55586331
uniform,200,gno,time_s,0.0014666667,0.00050741626,0.0012772156,0.0016561177
uniform,200,kmeans_grid,coverage,0.92916667,0.031515823,0.91739979,0.94093355
uniform,200,kmeans_grid,K,10,0,10,10
uniform,200,kmeans_grid,throughput_Mbps,13863.586,918.75367,13520.556,14206.616
uniform,200,kmeans_grid,mean_user_rate_Mbps,69.317929,4.5937683,67.60278,71.033078
uniform,200,kmeans_grid,p5_rate_Mbps,0.45611349,1.522033,-0.11215916,1.0243861
uniform,200,kmeans_grid,qos_violation,0.070833333,0.031515823,0.059066453,0.082600214
uniform,200,kmeans_grid,jain_fairness,0.62904238,0.048320179,0.61100135,0.6470834
uniform,200,kmeans_grid,time_s,0.0014,0.00049827288,0.0012139627,0.0015860373
uniform,200,pso_high_12x16,coverage,1,0,1,1
uniform,200,pso_high_12x16,K,13.333333,1.0933445,12.925118,13.741549
uniform,200,pso_high_12x16,throughput_Mbps,9753.7389,886.20008,9422.8635,10084.614
uniform,200,pso_high_12x16,mean_user_rate_Mbps,48.768694,4.4310004,47.114317,50.423071
uniform,200,pso_high_12x16,p5_rate_Mbps,9.6625493,3.2961722,8.4318766,10.893222
uniform,200,pso_high_12x16,qos_violation,0,0,0,0
uniform,200,pso_high_12x16,jain_fairness,0.65792973,0.083612797,0.62671171,0.68914776
uniform,200,pso_high_12x16,time_s,0.10426667,0.010027319,0.10052282,0.10801051
uniform,200,pso_low_3x4,coverage,0.9965,0.0099264537,0.99279382,1.0002062
uniform,200,pso_low_3x4,K,13.333333,1.0933445,12.925118,13.741549
uniform,200,pso_low_3x4,throughput_Mbps,7038.1681,645.91277,6797.0074,7279.3288
uniform,200,pso_low_3x4,mean_user_rate_Mbps,35.190841,3.2295638,33.985037,36.396644
uniform,200,pso_low_3x4,p5_rate_Mbps,4.0550673,2.4002006,3.1589183,4.9512163
uniform,200,pso_low_3x4,qos_violation,0.0035,0.0099264537,-0.00020618254,0.0072061825
uniform,200,pso_low_3x4,jain_fairness,0.56317716,0.115595,0.52001813,0.6063362
uniform,200,pso_low_3x4,time_s,0.0078,0.0010305673,0.0074152231,0.0081847769
uniform,200,pso_mid_6x8,coverage,0.99983333,0.00091287093,0.9994925,1.0001742
uniform,200,pso_mid_6x8,K,13.333333,1.0933445,12.925118,13.741549
uniform,200,pso_mid_6x8,throughput_Mbps,7868.9899,818.3079,7563.463,8174.5168
uniform,200,pso_mid_6x8,mean_user_rate_Mbps,39.344949,4.0915395,37.817315,40.872584
uniform,200,pso_mid_6x8,p5_rate_Mbps,4.9189764,2.7565721,3.889771,5.9481818
uniform,200,pso_mid_6x8,qos_violation,0.00016666667,0.00091287093,-0.00017416667,0.0005075
uniform,200,pso_mid_6x8,jain_fairness,0.60456744,0.10171638,0.56659018,0.64254469
uniform,200,pso_mid_6x8,time_s,0.027066667,0.002651393,0.026076731,0.028056602
uniform,300,alns_no_refine,coverage,0.99611111,0.0056108355,0.99401623,0.998206
uniform,300,alns_no_refine,K,18.7,2.0197303,17.945905,19.454095
uniform,300,alns_no_refine,throughput_Mbps,6149.3236,924.70706,5804.0711,6494.5761
uniform,300,alns_no_refine,mean_user_rate_Mbps,20.497745,3.0823569,19.346904,21.648587
uniform,300,alns_no_refine,p5_rate_Mbps,1.7256451,0.39371345,1.5786466,1.8726436
uniform,300,alns_no_refine,qos_violation,0.003888888,0.0056108355,0.0017940028,0.0059837732
uniform,300,alns_no_refine,jain_fairness,0.4894934,0.049567459,0.47098668,0.50800011
uniform,300,alns_no_refine,time_s,0.0313,0.0029261013,0.030207498,0.032392502
uniform,300,alns_sca_lite,coverage,0.99877778,0.0026957225,0.99777129,0.99978426
uniform,300,alns_sca_lite,K,20.4,1.8495107,19.709459,21.090541
uniform,300,alns_sca_lite,throughput_Mbps,14394.118,6668.2595,11904.429,16883.808
uniform,300,alns_sca_lite,mean_user_rate_Mbps,47.980394,22.227532,39.681429,56.279358
uniform,300,alns_sca_lite,p5_rate_Mbps,8.07989,6.2102617,5.7612006,10.398579
uniform,300,alns_sca_lite,qos_violation,0.0012222217,0.0026957225,0.00021573537,0.002228708
uniform,300,alns_sca_lite,jain_fairness,0.63076974,0.10927012,0.58997218,0.67156729
uniform,300,alns_sca_lite,time_s,0.055533333,0.0038212954,0.054106598,0.056960068
uniform,300,fixed_gno_refine,coverage,0.99822222,0.0041737487,0.99666389,0.99978055
uniform,300,fixed_gno_refine,K,30,0,30,30
uniform,300,fixed_gno_refine,throughput_Mbps,12290.574,7433.9476,9515.0044,15066.144
uniform,300,fixed_gno_refine,mean_user_rate_Mbps,40.968581,24.779825,31.716681,50.220481
uniform,300,fixed_gno_refine,p5_rate_Mbps,8.2954317,7.8762122,5.3547359,11.236127
uniform,300,fixed_gno_refine,qos_violation,0.0017777773,0.0041737487,0.00021944895,0.0033361057
uniform,300,fixed_gno_refine,jain_fairness,0.64232489,0.12517375,0.59558949,0.68906028
uniform,300,fixed_gno_refine,time_s,0.029933333,0.0027156422,0.02891941,0.030947257
uniform,300,gno,coverage,0.99355556,0.0085739222,0.99035436,0.99675675
uniform,300,gno,K,30,0,30,30
uniform,300,gno,throughput_Mbps,5134.8621,596.18503,4912.268,5357.4563
uniform,300,gno,mean_user_rate_Mbps,17.116207,1.9872834,16.374227,17.858188
uniform,300,gno,p5_rate_Mbps,1.9381969,0.53327348,1.7390917,2.1373022
uniform,300,gno,qos_violation,0.0064444437,0.0085739222,0.003243248,0.0096456394
uniform,300,gno,jain_fairness,0.51979712,0.050252659,0.50103458,0.53855967
uniform,300,gno,time_s,0.0029,0.0004025779,0.0027496918,0.0030503082
uniform,300,kmeans_grid,coverage,0.92377778,0.021167701,0.91587452,0.93168104
uniform,300,kmeans_grid,K,15,0,15,15
uniform,300,kmeans_grid,throughput_Mbps,20039.56,960.06825,19681.105,20398.016
uniform,300,kmeans_grid,mean_user_rate_Mbps,66.798535,3.2002275,65.603684,67.993385
uniform,300,kmeans_grid,p5_rate_Mbps,0.05896853,0.23393286,-0.028373628,0.14631069
uniform,300,kmeans_grid,qos_violation,0.076222222,0.021167701,0.06831896,0.084125483
uniform,300,kmeans_grid,jain_fairness,0.63823578,0.023663573,0.62940064,0.64707091
uniform,300,kmeans_grid,time_s,0.0029,0.00054772256,0.0026955,0.0031045
uniform,300,pso_high_12x16,coverage,1,0,1,1
uniform,300,pso_high_12x16,K,20.4,1.8495107,19.709459,21.090541
uniform,300,pso_high_12x16,throughput_Mbps,10511.311,1039.9555,10123.029,10899.594
uniform,300,pso_high_12x16,mean_user_rate_Mbps,35.037705,3.4665183,33.743431,36.331979
uniform,300,pso_high_12x16,p5_rate_Mbps,6.7825619,2.8512638,5.718002,7.8471217
uniform,300,pso_high_12x16,qos_violation,0,0,0,0
uniform,300,pso_high_12x16,jain_fairness,0.64264206,0.060239046,0.62015096,0.66513316
uniform,300,pso_high_12x16,time_s,0.24426667,0.025101083,0.23489482,0.25363851
uniform,300,pso_low_3x4,coverage,0.99788889,0.0041507352,0.99633915,0.99943863
uniform,300,pso_low_3x4,K,20.4,1.8495107,19.709459,21.090541
uniform,300,pso_low_3x4,throughput_Mbps,7906.8367,1036.8545,7519.7123,8293.961
uniform,300,pso_low_3x4,mean_user_rate_Mbps,26.356122,3.4561815,25.065708,27.646537
uniform,300,pso_low_3x4,p5_rate_Mbps,4.7329184,2.187499,3.9161846,5.5496522
uniform,300,pso_low_3x4,qos_violation,0.0021111107,0.0041507352,0.00056137469,0.0036608466
uniform,300,pso_low_3x4,jain_fairness,0.63828118,0.057955686,0.6166426,0.65991976
uniform,300,pso_low_3x4,time_s,0.017933333,0.0025316389,0.01698811,0.018878557
uniform,300,pso_mid_6x8,coverage,0.99977778,0.00084569293,0.99946203,1.0000935
uniform,300,pso_mid_6x8,K,20.4,1.8495107,19.709459,21.090541
uniform,300,pso_mid_6x8,throughput_Mbps,8973.7166,905.69434,8635.5628,9311.8705
uniform,300,pso_mid_6x8,mean_user_rate_Mbps,29.912389,3.0189811,28.785209,31.039568
uniform,300,pso_mid_6x8,p5_rate_Mbps,5.8447681,2.2098488,5.0196897,6.6698466
uniform,300,pso_mid_6x8,qos_violation,0.000222222,0.00084569293,-9.3529471e-05,0.00053797347
uniform,300,pso_mid_6x8,jain_fairness,0.64936955,0.065424373,0.62494243,0.67379667
uniform,300,pso_mid_6x8,time_s,0.0639,0.0072414039,0.061196319,0.066603681
